label,channel,delta_entropy,theta_entropy,alpha_entropy,beta_entropy
0,Fp2-F8,0.024494758323454234,0.02158393265541192,0.006686606395130719,0.050943027948306144
0,F8-T4,0.06681158701384937,0.00676014863457067,0.007571059836029084,0.020190269740665255
0,T4-T6,0.03430040389107066,0.0033100362084468077,0.0033456073423125477,0.009955402030444139
0,T6-O2,0.025816315619562036,0.010928821206783937,0.0021371309450609805,0.021307574286655955
0,Fp1-F7,0.034050113640122046,0.0405645470305107,0.017088571785797316,0.05581872999670903
0,F7-T3,0.07539639274683864,0.036517781311636154,0.01572260996436646,0.03520871928842886
0,T3-T5,0.003934373904048412,0.005344606174784778,0.0019012666884767274,0.010846099119246643
0,T5-O1,0.04386041251000879,0.016681137919188262,0.012752417870325853,0.04200743244508897
0,Fz-Cz,0.004894158190648607,0.0018379134738721443,0.0013161398579609092,0.007122260786191709
0,Cz-Pz,0.005945848588948708,0.0053377215661337876,0.0015884096044149452,0.0081923649182699
0,Fp2-F4,0.009015758488614392,0.0018214001459623832,0.0007412762808559168,0.006352968825414033
0,F4-C4,0.010483444229445608,0.005856386478964005,0.0011481738586303677,0.010800405391333446
0,C4-P4,0.08885774616893531,0.02916842288362644,0.01403572254213701,0.015651843242093514
0,P4-O2,0.12487425614662206,0.04455229824795915,0.007140062991480058,0.02734231841263781
0,Fp1-F3,0.00796742044562992,0.00573291406262511,0.0015630447856790075,0.010684380154022755
0,F3-C3,0.008489067060308747,0.0036963424940668127,0.0008570787491836827,0.008506106540053814
0,C3-P3,0.008953952657982945,0.0030536407169116297,0.0013912807747595687,0.004577348275022637
0,P3-O1,0.01181434598502322,0.023983808771930848,0.006389315134141266,0.013186126589160107
0,Fp2-F8,0.04755352474216633,0.018362587259434928,0.011526107876213238,0.034112504869733634
0,F8-T4,0.028314127253262555,0.004744906159687277,0.005211993073343205,0.017787400898041934
0,T4-T6,0.008466825588593664,0.0036827076073346517,0.0027961444681671647,0.006482815890092198
0,T6-O2,0.023045197709227975,0.012638265561892001,0.00631464564004509,0.015965428385094328
0,Fp1-F7,0.025254403329596893,0.024991133354477574,0.015666660693707306,0.04275992454076182
0,F7-T3,0.08809816601870947,0.014039396328176867,0.010346890162333262,0.022403846954517102
0,T3-T5,0.06313588145794356,0.0027426811676097675,0.0025858292111812665,0.011537670091180483
0,T5-O1,0.061102802264183693,0.02613997965562982,0.005026798780864613,0.03865474609629256
0,Fz-Cz,0.0011963471679795898,0.0020704969972984333,0.0010306441411981494,0.004564883951853256
0,Cz-Pz,0.01625505469052047,0.002649354508280747,0.0015898984214353204,0.009917821831364899
0,Fp2-F4,0.004557120474784002,0.003183632328823912,0.003411698928841191,0.008149145251722018
0,F4-C4,0.007361301410069418,0.0009111399424486802,0.0024355151030148662,0.007327319144743328
0,C4-P4,0.054404763360333674,0.022178237200567195,0.006431886750745914,0.009192022423476654
0,P4-O2,0.08829887068424547,0.010765129497097676,0.0038629780268667475,0.03501783476150941
0,Fp1-F3,0.01056058477869599,0.009608924979960035,0.008310262299935207,0.01918509380858512
0,F3-C3,0.014614180392714135,0.004389833169533838,0.008660346070179313,0.012495583143689823
0,C3-P3,0.010284942216443407,0.004666998939666364,0.004370862183433853,0.007943761307522215
0,P3-O1,0.04374103766623384,0.005850313388858113,0.0050032869780736716,0.013151332542463706
0,Fp2-F8,0.016923496083417092,0.016264323734663015,0.013798114519988577,0.03258223617511857
0,F8-T4,0.018574435453017627,0.0067633366280877875,0.0045276041958559835,0.022436873938815053
0,T4-T6,0.013965239166630627,0.0041188173424645145,0.009276455833140775,0.011424597608528587
0,T6-O2,0.053246554315168455,0.017117659734864694,0.010666154124615258,0.021569499385531366
0,Fp1-F7,0.04426231100593527,0.01929831518495634,0.016387526180981358,0.04519013684920646
0,F7-T3,0.03728401483739095,0.021459056250845022,0.007139600123255686,0.01763304845517686
0,T3-T5,0.007756338565284538,0.00639742317433659,0.0016699991669652282,0.012363166646351106
0,T5-O1,0.1162321547365155,0.026363443315842658,0.014999814121650547,0.039249245481445275
0,Fz-Cz,0.007949955487652587,0.0033332158618682673,0.0010134071695953218,0.005486518777736732
0,Cz-Pz,0.008404119479265022,0.007893569813297089,0.0016148248514003204,0.00577299857199596
0,Fp2-F4,0.003468840093463355,0.002182830032190282,0.0016856257488707196,0.003987915426662867
0,F4-C4,0.0058128726480015155,0.00287760396668475,0.0019171290276048802,0.007642783460195405
0,C4-P4,0.02763169838934931,0.0035087455255166907,0.0030180448501990055,0.011389139893592474
0,P4-O2,0.06262043261237707,0.00887287347525506,0.010049993653409417,0.021003312262584478
0,Fp1-F3,0.0057194601702778534,0.009666512642254913,0.01040762243812074,0.014638943354542813
0,F3-C3,0.0075872785256391375,0.004854927744613819,0.002237065065398818,0.006814575556717889
0,C3-P3,0.006923231420472223,0.001863032348146828,0.0021167636649903386,0.0082835748979397
0,P3-O1,0.013145177599706282,0.006619358452230483,0.006489607710045726,0.008297996619011185
0,Fp2-F8,0.025858312113161575,0.02317932904427802,0.005110736643716656,0.042819566478464494
0,F8-T4,0.008710038139649389,0.0028343335085888673,0.007587811058420239,0.016849207826665307
0,T4-T6,0.010844467604412806,0.003915363248916402,0.0013290961699856177,0.013956793581211532
0,T6-O2,0.03044155352632923,0.0020024738933503462,0.004966921107700208,0.009703367701450631
0,Fp1-F7,0.010042061827304816,0.02749477154952001,0.014606906781582324,0.04749208170050615
0,F7-T3,0.08892084854409506,0.014666181205633759,0.01083626804146666,0.03447689405556815
0,T3-T5,0.011153092013944547,0.004160625150164626,0.003896558540101201,0.011213865068644285
0,T5-O1,0.03626687602401775,0.016158787564928827,0.012859439656835845,0.05168131767757832
0,Fz-Cz,0.008350204440742082,0.003576024746011462,0.0008294718602458762,0.008117920394850039
0,Cz-Pz,0.0009256151799695875,0.0033476658032220016,0.0008671924015870451,0.00848796434693587
0,Fp2-F4,0.010441748830625758,0.003034488088004541,0.003287379457820535,0.0045509540200587475
0,F4-C4,0.003152837026773786,0.00310579967613956,0.0011766632139612436,0.009117564607206786
0,C4-P4,0.01644977555601384,0.003975411285431619,0.004176895018968133,0.007039567234483119
0,P4-O2,0.03860083179622645,0.015619568070326651,0.012859749385766821,0.029090588054220497
0,Fp1-F3,0.00540373585768918,0.0054890313805031595,0.003785947428398473,0.016214519568576228
0,F3-C3,0.003999677756287081,0.002390279177503625,0.0023681018275679825,0.008308776628756958
0,C3-P3,0.007555499531238753,0.0038242264390554804,0.001402223066515682,0.007269111081138299
0,P3-O1,0.038183721621217165,0.006615630227633989,0.009240234997284824,0.01019538567936919
0,Fp2-F8,0.03841946591660232,0.016349104362514678,0.014093531809630522,0.031573553967669477
0,F8-T4,0.04740599689349635,0.011100860829305406,0.006358750598505623,0.0171962005269201
0,T4-T6,0.030437965350655294,0.00674279867529852,0.0052834954157159105,0.0077701868704948135
0,T6-O2,0.013519644788734365,0.026371214754447606,0.012270803530553926,0.014761829322513402
0,Fp1-F7,0.02604032703908658,0.02854882956467654,0.022277762067310178,0.04561693498855718
0,F7-T3,0.028754046609861732,0.012203165570408372,0.005550851993780752,0.023564861536364695
0,T3-T5,0.027650910273688087,0.0091493822773727,0.0022412326264141078,0.007451599076607191
0,T5-O1,0.09382959312450634,0.026771225075429568,0.02577451625509724,0.05463365089162116
0,Fz-Cz,0.0034585185807491908,0.0025469947101421165,0.003912218780260027,0.006383936978716416
0,Cz-Pz,0.009053460807267282,0.002906348862880054,0.004222847978887505,0.014809347549394595
0,Fp2-F4,0.011819423136321559,0.004339121493932361,0.0029644819782390116,0.006530163805540803
0,F4-C4,0.00798754707666706,0.0054973769805245105,0.0008277695193080223,0.00704422379818435
0,C4-P4,0.02590023147564752,0.0038064896829677858,0.003367001328846453,0.01719162240629539
0,P4-O2,0.08590136295519377,0.02471627206215126,0.01139898750594378,0.02748718532604741
0,Fp1-F3,0.0321954515626515,0.007850427074466034,0.006223541746904289,0.010760451349278473
0,F3-C3,0.0022520484867763805,0.0023554021464603308,0.005384342867524443,0.008750885049732544
0,C3-P3,0.022090007386608785,0.0039015002795307874,0.0017309687353297776,0.010752551625838687
0,P3-O1,0.03951381101251994,0.005474113975964602,0.0047435022021902655,0.011459682924750539
0,Fp2-F8,0.03874155480884101,0.009145382847863748,0.014528559672465292,0.038397814520876164
0,F8-T4,0.019070118938504653,0.011723843235644026,0.002213700167476812,0.0204340929171108
0,T4-T6,0.012325977644878533,0.008188781076963773,0.002575952995539808,0.01026097279189856
0,T6-O2,0.010605152485054049,0.006694579300123533,0.007946628044161502,0.03485885058571525
0,Fp1-F7,0.10916964587951694,0.02053029863341945,0.0098202648563416,0.0632909826350854
0,F7-T3,0.03050001809232275,0.019303388051677518,0.013033104187348736,0.018312205579844747
0,T3-T5,0.03866325036531571,0.009263756121551085,0.0029933586550086612,0.008817209918247916
0,T5-O1,0.07930984235258293,0.033318322527045384,0.008087530133747831,0.03754511941454458
0,Fz-Cz,0.003125259121786857,0.002452434234907522,0.0012047892025617791,0.008396680900423496
0,Cz-Pz,0.02168005115619792,0.007218801738635866,0.002994248038704103,0.006698482723011233
0,Fp2-F4,0.01950685005128866,0.0025491900596965366,0.0016227297127211044,0.005923202053789137
0,F4-C4,0.017021958847735427,0.002998884769112828,0.002593954949637818,0.009117142685459177
0,C4-P4,0.019686888372193276,0.008142543807314584,0.00473802010364165,0.01271026160615453
0,P4-O2,0.13892122931041634,0.011484374077739778,0.010023044057548815,0.03303293936551495
0,Fp1-F3,0.030287198532002506,0.0170293646053929,0.006939240384484695,0.013461714981497175
0,F3-C3,0.012111483023627332,0.013205672222774025,0.0038883898705722912,0.006137989861120302
0,C3-P3,0.044813647530181855,0.0026357486953486942,0.0005508561650217106,0.007427166506719675
0,P3-O1,0.014517250066053651,0.02243357903526814,0.007543307897614036,0.023610401420172497
0,Fp2-F8,0.090374660941684,0.01563854961663126,0.016473676084864317,0.04746601250472156
0,F8-T4,0.013861336675854282,0.013607263031958678,0.008672885713224407,0.026893484414454594
0,T4-T6,0.0378055521806145,0.005396717329846108,0.006565107316497234,0.0169703783615657
0,T6-O2,0.12611405974163517,0.019142579278523815,0.01073448511060311,0.012889448970002158
0,Fp1-F7,0.03815933115785933,0.04587414191275839,0.021414214814287673,0.057331962998644584
0,F7-T3,0.01385883759087521,0.011786867606723433,0.00904215372103544,0.03179978401472602
0,T3-T5,0.042504668370842574,0.013086090020037803,0.004499355005140477,0.014833398819425109
0,T5-O1,0.0888802716877573,0.02438984411381329,0.008310881262036093,0.04311950790670187
0,Fz-Cz,0.019291005542221993,0.003761625816293833,0.0012774237726660574,0.006774525803827336
0,Cz-Pz,0.01682489110157553,0.0037974454008939612,0.006849014561142205,0.008318987676074717
0,Fp2-F4,0.004767802313597829,0.0020707616176089995,0.002640045680961968,0.005897682457554753
0,F4-C4,0.005538815825114633,0.00403617442852676,0.003638072529717907,0.008211347319979335
0,C4-P4,0.010277660336701003,0.012502898529202059,0.004240450413306066,0.011480822922886139
0,P4-O2,0.028077934189269533,0.016893573618478607,0.006105222271306677,0.027374683145374536
0,Fp1-F3,0.01217374743956386,0.02248400311802187,0.004585750088497684,0.006626555450396305
0,F3-C3,0.03395444025309008,0.008457217811956418,0.0010705829639212315,0.006600874930411024
0,C3-P3,0.026882227014443528,0.0030541659180789763,0.0017871445731251474,0.0072765523631429935
0,P3-O1,0.07676950477774049,0.00417442748430015,0.003848884424339993,0.010272730060049013
0,Fp2-F8,0.032912199070302885,0.023406917556310705,0.01880172792583078,0.03650606564795725
0,F8-T4,0.011959895518347363,0.006484749414199966,0.0035185922451382826,0.016443974363953714
0,T4-T6,0.022573512673472997,0.00803953234856513,0.003185623176130495,0.013576932400040126
0,T6-O2,0.040948270484161546,0.01293452617311122,0.006949129687660999,0.017812451641852863
0,Fp1-F7,0.03345272979093111,0.0225903217359929,0.01598655300299768,0.04015372696250108
0,F7-T3,0.05114480410149055,0.020489885817965684,0.004394577771242856,0.024955880126040428
0,T3-T5,0.020384133298401705,0.004611580070271665,0.003004919753375553,0.010562299594747141
0,T5-O1,0.15242844119874,0.033105056837219905,0.01980083277470311,0.04384722764695772
0,Fz-Cz,0.009353711145272383,0.0008101601494111365,0.0013401735253858926,0.005507617978817181
0,Cz-Pz,0.004238226938653987,0.00883546766355209,0.002152974901789128,0.011575138795966207
0,Fp2-F4,0.0034732518463809875,0.0010681729620829813,0.002404961700858366,0.00799784667797451
0,F4-C4,0.004226419128619768,0.007066354330526788,0.002062932473785448,0.009394501209252022
0,C4-P4,0.009625697770258982,0.005435675816870096,0.005737444511697907,0.009936332352726653
0,P4-O2,0.07225201934185106,0.02783348244484909,0.012931540362421643,0.03679576879310817
0,Fp1-F3,0.020816806258607053,0.00847733909447911,0.0057258114676326955,0.006572329383212911
0,F3-C3,0.01152968440419054,0.002159251035849386,0.005607571158513902,0.011336022026555249
0,C3-P3,0.011935199753236259,0.0041501036552867646,0.0037791838174967294,0.01402322082125426
0,P3-O1,0.09507568317660556,0.010931059750138567,0.011950886484534804,0.02174183047407429
0,Fp2-F8,0.025447223635145268,0.01369601610481682,0.008528241480368294,0.030041995337855808
0,F8-T4,0.028054958689313427,0.012639281510643363,0.012380758325027497,0.021784883001262884
0,T4-T6,0.023796724976962124,0.008371605909947741,0.00927011731177408,0.012750299733546203
0,T6-O2,0.08168506886621933,0.020958018380836756,0.004514476030762703,0.01552074175083305
0,Fp1-F7,0.07426833044730481,0.03438040280038404,0.016849087464226007,0.0587850398222018
0,F7-T3,0.03901524643408193,0.026795434947475473,0.007311069141013562,0.024422597982115633
0,T3-T5,0.06161711790486198,0.014307096600884476,0.003337888617235253,0.010659361508232434
0,T5-O1,0.13927309512078848,0.03258276576043358,0.022346729506178793,0.04734445257956036
0,Fz-Cz,0.004086434755439696,0.0025539548326592963,0.001348516933035362,0.004032351385083588
0,Cz-Pz,0.02084579305182806,0.00552508000244081,0.0014192205080955974,0.006600910226636573
0,Fp2-F4,0.003736408027652475,0.00458875442330546,0.0029754374828929297,0.007796767183843209
0,F4-C4,0.02007475876594216,0.004577407704022406,0.002469368927857889,0.010643779923784107
0,C4-P4,0.0714845338984345,0.01717461977783556,0.0010150796136887464,0.009864005606833894
0,P4-O2,0.053162094960815164,0.026220354270833218,0.010276937047409044,0.022996396895394143
0,Fp1-F3,0.013384505205989546,0.01009136394559487,0.0070303586748942035,0.012225704566172379
0,F3-C3,0.011629776047847672,0.002509017293080541,0.0010708305724916813,0.006163508619078366
0,C3-P3,0.0036266870535208717,0.00423712133786461,0.0021520631884797484,0.007632478024106248
0,P3-O1,0.03851365671303071,0.010056476813588656,0.002980398781799649,0.020921183584013944
0,Fp2-F8,0.03730100624270002,0.02720758988304795,0.01864666085903446,0.047581894910714684
0,F8-T4,0.014655189375111973,0.008444589002433705,0.0033083745553108813,0.019504284781380873
0,T4-T6,0.023131947679114778,0.011557277766757232,0.006026944634392486,0.01193063896344234
0,T6-O2,0.007356176409690136,0.011746595150645196,0.010274834469501509,0.022370221789192832
0,Fp1-F7,0.06054677741483904,0.033795161023712134,0.013306923996906295,0.06448178407564994
0,F7-T3,0.015848843517718127,0.018871337313310366,0.02066656841369862,0.025490140474963847
0,T3-T5,0.014937846235827062,0.005748826942003571,0.005891872481869005,0.010062587431733152
0,T5-O1,0.09539405636031187,0.018742965303603212,0.015334563655834547,0.035980333984262924
0,Fz-Cz,0.013877865757738143,0.005192463394793437,0.0007268857831196177,0.006592391533725416
0,Cz-Pz,0.005965694171580811,0.004198271235469552,0.0014410555724869317,0.007886522888954157
0,Fp2-F4,0.006791174102215163,0.003270026554465723,0.0025205601512641603,0.008573766019466241
0,F4-C4,0.007685808789634133,0.002962282570970872,0.0021693584400514845,0.009525368631299045
0,C4-P4,0.027009973520263186,0.0049001391308076715,0.0026143775320343803,0.010044588401090761
0,P4-O2,0.048628713907979966,0.017261537765117824,0.004464241278065631,0.0314008978598241
0,Fp1-F3,0.005595196280790534,0.01354316118997416,0.009300098120812918,0.01459285940932875
0,F3-C3,0.017750355724192434,0.0027703516025438767,0.003244484362103113,0.007916558029212376
0,C3-P3,0.006583979560118738,0.0025530346477270526,0.0029338855243018084,0.007488673367388329
0,P3-O1,0.01256868883573765,0.011918128578282101,0.004744844005116369,0.015127018955313098
0,Fp2-F8,0.030330916832887318,0.016948302399222213,0.013159070571009884,0.03735353980681376
0,F8-T4,0.025053567490253746,0.017538051497544453,0.008035236726910895,0.01716560128786073
0,T4-T6,0.01762469575022785,0.00608005768118209,0.0037774409436691784,0.009068280985205695
0,T6-O2,0.008181507860870716,0.01368601717078992,0.003761543195207984,0.016828300671327154
0,Fp1-F7,0.043683047927597106,0.024165351596382924,0.014044086027532864,0.048007016770176575
0,F7-T3,0.0796699600932309,0.012975897415254893,0.01007602182849162,0.026243711104869265
0,T3-T5,0.048309236396437985,0.008801832781541504,0.004899473097020704,0.014005445303411971
0,T5-O1,0.042679668571849044,0.028604808621821076,0.020421973094548834,0.04050176309316278
0,Fz-Cz,0.0019591299888599037,0.0026907953927041497,0.00138817666647457,0.005675404895695516
0,Cz-Pz,0.0273403448594591,0.004433676466264629,0.002908243647925188,0.01124494784582112
0,Fp2-F4,0.010962484757970166,0.0009064358449911247,0.0008940434147848711,0.008036589612147635
0,F4-C4,0.024045397125641257,0.009137201341375465,0.0024658326343418497,0.011251364412128163
0,C4-P4,0.002473969750020552,0.0025284568949879237,0.0022661453296802902,0.008334440759387697
0,P4-O2,0.035096267553167394,0.036335358258428034,0.005678206811483035,0.02088807778470768
0,Fp1-F3,0.008655127923048171,0.002492025033211642,0.004755094755762407,0.009203429677267387
0,F3-C3,0.004617500122002224,0.001657454013043361,0.0002828034854138749,0.004320507302213963
0,C3-P3,0.008359069243187474,0.003302640148267382,0.0014025413596085404,0.008902596998014215
0,P3-O1,0.007072272336159244,0.0063958793578009895,0.002799291075280837,0.015008553786467791
0,Fp2-F8,0.041486509527955094,0.02818589857836811,0.01264519584236023,0.05044878908570064
0,F8-T4,0.016086237050462058,0.012014315155827106,0.005111987650440027,0.021534197637477298
0,T4-T6,0.022076645455876412,0.010386832941688746,0.004672060532771775,0.014018834603695443
0,T6-O2,0.027745120815775806,0.01897120127878647,0.005835463039904873,0.023035666184596265
0,Fp1-F7,0.08465193233828057,0.03297654575954659,0.027628655242309688,0.05397847680889802
0,F7-T3,0.00452036398724397,0.005744862891447403,0.006337163353884337,0.029297070412271718
0,T3-T5,0.026852672066634383,0.005891546633916908,0.0019882965476235126,0.013131400708621555
0,T5-O1,0.05186864803483186,0.014829591176303508,0.011025573090766815,0.05052964278224699
0,Fz-Cz,0.011821688885575698,0.003078959072544253,0.0020072789946430857,0.004877918626230908
0,Cz-Pz,0.031223358128414324,0.0038758538422088767,0.004586700141407115,0.011394209956267349
0,Fp2-F4,0.0010422868235647035,0.0014723467216191362,0.0008193579300557487,0.0056438752001829184
0,F4-C4,0.006589089770643365,0.001687287579795233,0.0011136707639014447,0.009797593254453216
0,C4-P4,0.039430029733984184,0.008321739928130893,0.00432843367976655,0.006656066882366739
0,P4-O2,0.11022467813572145,0.036941146426899545,0.009417728968685129,0.021382012678204103
0,Fp1-F3,0.03656436617892267,0.012197607387875472,0.0061270870888076945,0.011377476609044826
0,F3-C3,0.01210048045862378,0.004298150802778594,0.001871879301479864,0.009907718428081707
0,C3-P3,0.012672818022279202,0.0046359000455277995,0.001734835822165123,0.012427579822986198
0,P3-O1,0.025060375978109145,0.013548298083481633,0.005878966906771932,0.02218345264877101
0,Fp2-F8,0.01019849114961687,0.02068110529850249,0.007976345594158999,0.034576869462741175
0,F8-T4,0.03907672710892143,0.0032711944724836237,0.009379559143635422,0.015769859673266037
0,T4-T6,0.005088607343286868,0.010664624522385627,0.006086901326647607,0.012111979696912297
0,T6-O2,0.03482690217013858,0.015681819948371957,0.005909244697731939,0.016110442737650874
0,Fp1-F7,0.0676090288590636,0.027622735062023493,0.020949389313896553,0.052843547843159755
0,F7-T3,0.017501253469007723,0.017913185292501865,0.0029121090677735966,0.02150656404594653
0,T3-T5,0.06623418936542928,0.017989236250718722,0.004335338235723232,0.014852191460151784
0,T5-O1,0.03480772508874418,0.02959902560770938,0.024829886733811406,0.04227095685794212
0,Fz-Cz,0.002937918851350644,0.0038117029260281137,0.0016719912786301056,0.006270226251295688
0,Cz-Pz,0.003088654822758616,0.003635956929475582,0.0015557755898669833,0.011961698985641766
0,Fp2-F4,0.019121301073616932,0.006907729475272453,0.005092621846514756,0.05083322819834977
0,F4-C4,0.004167367890398432,0.006205355541460135,0.0036907754990649936,0.009314113494323184
0,C4-P4,0.031299218820390766,0.024553009547565282,0.007847294979144503,0.017824812494194056
0,P4-O2,0.07345758527597163,0.024593548207094612,0.008399738663453487,0.027686386121566105
0,Fp1-F3,0.018505204459636417,0.014029684238949494,0.0056030720277505264,0.029094647570513818
0,F3-C3,0.014956592412230546,0.012751324926276498,0.00345719098046039,0.02206695832775861
0,C3-P3,0.0059719077169768965,0.003741174734858616,0.007024723500805669,0.07969003842767677
0,P3-O1,0.00450738865541011,0.004921278127201718,0.004745043556875214,0.06341098615798786
0,Fp2-F8,0.04632438254094506,0.02897114149175352,0.011326182406852705,0.05514297388252494
0,F8-T4,0.016646796509036155,0.00925075791783726,0.007396429679042016,0.02048219869604386
0,T4-T6,0.00347187543256433,0.006407281869811244,0.005887990878742761,0.013350918866468064
0,T6-O2,0.0153350618756167,0.01741024408150048,0.007232954577102832,0.0234177568662167
0,Fp1-F7,0.03711232399413301,0.018226641497668245,0.011775123090088473,0.052147332024973514
0,F7-T3,0.027854274556206062,0.02891303880037175,0.00967263720057651,0.025609746832817193
0,T3-T5,0.018694244839972285,0.008380872588452984,0.0037416667785717867,0.08442577863869757
0,T5-O1,0.03721629812328191,0.02440099467005303,0.008697481665543239,0.06204624391875864
0,Fz-Cz,0.015818679903311844,0.004426633526732757,0.001721436281576775,0.007363801082427181
0,Cz-Pz,0.02862379036308504,0.006584102762258072,0.009659910560773364,0.0696510623580681
0,Fp2-F4,0.0057497704111330395,0.0014457803987921567,0.0019097485319749497,0.004151793457633064
0,F4-C4,0.005928219941502622,0.0007140286879354922,0.004908224155760544,0.007892934115247607
0,C4-P4,0.03165694643282372,0.009924741753516366,0.0036188875704545277,0.013742527265190747
0,P4-O2,0.07994953140873332,0.03512483114761075,0.008399557876112039,0.0323425447476961
0,Fp1-F3,0.020681002856132853,0.005490490046741136,0.0033630642366409835,0.01184206741212535
0,F3-C3,0.029406658915661427,0.0030664887860452103,0.003764927888380144,0.0073977402146672006
0,C3-P3,0.02032837096702651,0.0025266537570870257,0.0020011839937895733,0.00752770926865651
0,P3-O1,0.01923388627979599,0.006272811004795147,0.012287999898418481,0.027799216622683736
0,Fp2-F8,0.07429085238833025,0.028527423840377354,0.007682490502637647,0.03324231533752624
0,F8-T4,0.08247597640493118,0.00806562785912178,0.011759564182953075,0.020887172301355623
0,T4-T6,0.01683387448609848,0.00636134352935306,0.003916491398023561,0.008854282815512128
0,T6-O2,0.03009870777130738,0.029657153633406385,0.0027040029343659844,0.0166171026762381
0,Fp1-F7,0.04198624857904198,0.024192283501980674,0.01654727051122694,0.050173199354618794
0,F7-T3,0.017249559100166036,0.020361753706537963,0.011565339511453764,0.017831265575254426
0,T3-T5,0.04276929292559505,0.006923288941471672,0.006401342547359694,0.009627910081041373
0,T5-O1,0.0738104235547775,0.04535058914507624,0.009674069408809336,0.0216450032712287
0,Fz-Cz,0.006124355608060274,0.0032388144485134716,0.0030955147800480016,0.005753195937780516
0,Cz-Pz,0.04530301597141405,0.005501921906342226,0.002648792717913121,0.012450104952531292
0,Fp2-F4,0.010035537600269833,0.0013864772056504677,0.001937983630770204,0.005065931276389997
